animalId,intakeDate,intakeReason,species,sex,breed,color,outcomeDate,outcome,shelterName,shelterID,city,state,indate,outdate,lengthOfStay
AA879760,06/02/2023 03:09:00 PM,Stray,Dog,Intact Female,Hovawart,Black/Tan,2023-06-12T18:05:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-12,10 days
AA882262,06/02/2023 03:38:00 PM,Stray,Cat,Intact Female,Snowshoe Mix,Lynx Point,2023-06-05T15:38:39,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-05,3 days
AA882264,06/02/2023 03:39:00 PM,Owner Surrender,Dog,Intact Male,Border Terrier Mix,Black/White,2023-06-21T16:08:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-21,19 days
AA882265,06/02/2023 03:39:00 PM,Owner Surrender,Dog,Intact Female,Border Terrier Mix,Black/White,2023-06-05T17:28:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-05,3 days
AA882267,06/02/2023 03:39:00 PM,Owner Surrender,Dog,Intact Male,Border Terrier Mix,Chocolate/White,2023-06-05T16:57:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-05,3 days
AA882270,06/02/2023 04:12:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Orange Tabby,2023-06-02T17:29:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-02,0 days
AA882271,06/02/2023 04:12:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Orange Tabby,2023-06-02T17:29:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-02,0 days
AA882272,06/02/2023 04:12:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Orange Tabby,2023-06-02T17:29:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-02,0 days
AA607020,06/02/2023 05:15:00 PM,Owner Surrender,Cat,Neutered Male,Domestic Shorthair Mix,Black/White,2023-08-16T11:32:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-08-16,75 days
AA879995,06/02/2023 05:28:00 PM,Owner Surrender,Cat,Neutered Male,Domestic Medium Hair,Brown Tabby/White,2023-06-03T12:13:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-03,1 days
AA879993,06/02/2023 05:28:00 PM,Owner Surrender,Cat,Neutered Male,Domestic Medium Hair,Lynx Point,2023-06-03T18:59:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-03,1 days
AA882274,06/02/2023 05:37:00 PM,Stray,Dog,Intact Female,Jack Russell Terrier Mix,White/Black,2023-06-07T11:30:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-07,5 days
AA882279,06/02/2023 05:37:00 PM,Stray,Dog,Intact Female,Jack Russell Terrier Mix,Brown/Tricolor,2023-06-07T11:31:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-07,5 days
AA882280,06/02/2023 05:37:00 PM,Stray,Dog,Intact Female,Jack Russell Terrier Mix,Black/White,2023-06-07T11:31:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-07,5 days
AA882281,06/02/2023 05:37:00 PM,Stray,Dog,Intact Female,Jack Russell Terrier Mix,Black/White,2023-06-07T11:31:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-07,5 days
AA882276,06/02/2023 05:37:00 PM,Stray,Dog,Intact Male,Jack Russell Terrier Mix,White/Brown,2023-06-09T17:20:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-09,7 days
AA882275,06/02/2023 05:40:00 PM,Public Assist,Dog,Spayed Female,Yorkshire Terrier,Tan/Silver,2023-06-04T11:14:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-04,2 days
AA882278,06/02/2023 05:53:00 PM,Wildlife,Other,Unknown,Raccoon,Black/Gray,2023-06-04T10:33:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-04,2 days
AA882284,06/02/2023 06:33:00 PM,Stray,Dog,Intact Female,Pug/Beagle,Tan,2023-06-06T17:32:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-06,4 days
AA882285,06/02/2023 06:51:00 PM,Stray,Dog,Intact Female,Pit Bull,Blue,2023-06-16T12:59:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-16,14 days
AA882286,06/02/2023 08:36:00 PM,Wildlife,Other,Unknown,Bat,Red,2023-06-02T16:57:00,Disposal,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-02,0 days
AA882287,06/02/2023 09:07:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Black,2023-06-03T12:18:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-02,2023-06-03,1 days
AA882294,06/03/2023 09:13:00 AM,Stray,Dog,Intact Female,Doberman Pinsch/Catahoula,Black/Tan,2023-07-07T16:11:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-07-07,34 days
AA882295,06/03/2023 09:16:00 AM,Owner Surrender,Cat,Intact Male,Domestic Shorthair,Blue Tabby,2023-06-03T12:13:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-06-03,0 days
AA882300,06/03/2023 09:50:00 AM,Abandoned,Dog,Intact Male,German Shepherd Mix,Black/Brown,2023-06-03T17:56:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-06-03,0 days
AA882302,06/03/2023 10:26:00 AM,Stray,Dog,Intact Male,Pharaoh Hound Mix,White/Brown,2023-07-31T18:53:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-07-31,58 days
AA882303,06/03/2023 10:44:00 AM,Stray,Dog,Intact Male,Chihuahua Shorthair,Brown/White,2023-06-04T14:55:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-06-04,1 days
AA882307,06/03/2023 11:42:00 AM,Stray,Dog,Intact Male,Labrador Retriever Mix,Red/White,2023-10-21T12:41:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-10-21,140 days
AA882308,06/03/2023 11:50:00 AM,Stray,Dog,Intact Male,German Shepherd Mix,Tan/Black,2023-07-14T09:55:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-07-14,41 days
AA882310,06/03/2023 12:14:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Black Tabby,2023-06-03T11:36:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-06-03,0 days
AA882315,06/03/2023 01:13:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby,2023-07-13T18:02:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-07-13,40 days
AA882319,06/03/2023 02:23:00 PM,Stray,Cat,Neutered Male,Domestic Shorthair,Black/White,2023-07-08T15:21:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-07-08,35 days
AA849799,06/03/2023 02:33:00 PM,Owner Surrender,Dog,Neutered Male,German Shepherd,Black/Brown,2023-07-10T14:16:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-07-10,37 days
AA882324,06/03/2023 02:45:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Black Tabby,2023-06-05T09:52:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-06-05,2 days
AA882326,06/03/2023 03:41:00 PM,Stray,Dog,Spayed Female,Yorkshire Terrier Mix,Tan,2023-06-20T12:35:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-06-20,17 days
AA882333,06/03/2023 03:48:00 PM,Stray,Dog,Neutered Male,Pit Bull Mix,Brown,2023-06-04T17:37:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-06-04,1 days
AA882321,06/03/2023 04:15:00 PM,Public Assist,Dog,Spayed Female,Boxer/Labrador Retriever,Tan/White,2023-06-21T07:41:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-06-21,18 days
AA882322,06/03/2023 04:15:00 PM,Public Assist,Dog,Intact Male,Labrador Retriever Mix,Brown/White,2023-10-26T14:51:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-10-26,145 days
AA882332,06/03/2023 04:55:00 PM,Stray,Dog,Intact Male,Pit Bull,Blue/White,2023-06-05T13:22:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-06-05,2 days
AA882347,06/03/2023 05:41:00 PM,Owner Surrender,Cat,Intact Female,Domestic Shorthair,White/Black,2023-06-07T17:08:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-06-07,4 days
AA882356,06/03/2023 07:01:00 PM,Abandoned,Dog,Intact Male,Cairn Terrier/Yorkshire Terrier,Tricolor,2023-06-14T16:59:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-03,2023-06-14,11 days
AA882345,06/04/2023 08:48:00 AM,Stray,Dog,Intact Male,Pit Bull,Blue/White,2023-07-12T14:21:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-07-12,38 days
AA882363,06/04/2023 08:51:00 AM,Stray,Cat,Intact Male,Domestic Medium Hair,Blue Tabby,2023-06-04T15:34:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-06-04,0 days
AA882364,06/04/2023 08:51:00 AM,Stray,Cat,Intact Female,Domestic Medium Hair,Brown Tabby/White,2023-06-04T15:34:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-06-04,0 days
AA882376,06/04/2023 11:18:00 AM,Stray,Dog,Spayed Female,Pit Bull Mix,Fawn/White,2023-06-05T12:13:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-06-05,1 days
AA882369,06/04/2023 11:24:00 AM,Stray,Dog,Intact Male,Staffordshire Mix,Brown/White,2023-06-10T12:17:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-06-10,6 days
AA882391,06/04/2023 01:27:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Orange Tabby,2023-07-14T16:44:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-07-14,40 days
AA882392,06/04/2023 01:27:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Black,2023-07-17T17:50:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-07-17,43 days
AA882393,06/04/2023 01:27:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Tortie,2023-06-06T10:21:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-06-06,2 days
AA882394,06/04/2023 01:27:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Orange Tabby,2023-07-17T17:50:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-07-17,43 days
AA882395,06/04/2023 01:27:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Cream Tabby/White,2023-07-17T16:26:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-07-17,43 days
AA882380,06/04/2023 02:31:00 PM,Abandoned,Dog,Intact Male,Labrador Retriever/Australian Kelpie,Black/White,2023-09-14T10:29:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-09-14,102 days
AA882381,06/04/2023 02:31:00 PM,Stray,Dog,Intact Male,Labrador Retriever/Australian Kelpie,Black/White,2023-09-11T14:08:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-09-11,99 days
AA882383,06/04/2023 03:37:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby,2023-06-04T16:28:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-06-04,0 days
AA882386,06/04/2023 04:41:00 PM,Stray,Cat,Unknown,Domestic Shorthair,Buff,2023-06-04T16:45:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-06-04,0 days
AA882387,06/04/2023 04:41:00 PM,Stray,Cat,Unknown,Domestic Shorthair,White,2023-06-04T16:45:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-06-04,0 days
AA882390,06/04/2023 05:43:00 PM,Stray,Dog,Neutered Male,Labrador Retriever,Fawn/White,2023-06-05T11:36:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-06-05,1 days
AA882400,06/04/2023 11:22:00 PM,Wildlife,Other,Unknown,Bat,Brown,2023-06-05T09:42:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-04,2023-06-05,1 days
AA882413,06/05/2023 08:46:00 AM,Stray,Dog,Intact Female,Toy Poodle,Tan,2023-06-05T12:20:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882414,06/05/2023 09:02:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,Gray/White,2023-06-05T16:36:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882398,06/05/2023 09:11:00 AM,Stray,Dog,Intact Female,Chihuahua Shorthair,Brown/White,2023-06-10T12:18:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-10,5 days
AA882420,06/05/2023 10:50:00 AM,Wildlife,Other,Unknown,Skunk,Black/White,2023-06-05T12:41:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882421,06/05/2023 11:23:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Calico,2023-06-19T08:52:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-19,14 days
AA882422,06/05/2023 11:23:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,Orange Tabby/White,2023-06-26T19:07:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-26,21 days
AA868095,06/05/2023 11:23:00 AM,Owner Surrender,Cat,Neutered Male,Domestic Shorthair,Brown Tabby/White,2023-06-17T16:20:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-17,12 days
AA882429,06/05/2023 11:38:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,Black/White,2023-09-07T16:40:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-09-07,94 days
AA882430,06/05/2023 11:38:00 AM,Stray,Cat,Intact Female,Domestic Shorthair,Black/White,2023-08-27T18:28:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-08-27,83 days
AA882424,06/05/2023 11:38:00 AM,Stray,Cat,Intact Male,Snowshoe,Seal Point/White,2023-07-03T14:27:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-03,28 days
AA882427,06/05/2023 11:38:00 AM,Stray,Cat,Intact Male,Domestic Shorthair,Black/White,2023-09-03T12:15:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-09-03,90 days
AA882428,06/05/2023 11:58:00 AM,Stray,Cat,Intact Male,Domestic Longhair Mix,Black,2023-07-17T16:42:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-17,42 days
AA882425,06/05/2023 11:58:00 AM,Stray,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby/White,2023-07-10T17:19:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-10,35 days
AA882426,06/05/2023 11:58:00 AM,Stray,Cat,Intact Female,Domestic Shorthair Mix,Tortie,2023-07-13T16:58:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-13,38 days
AA882431,06/05/2023 11:58:00 AM,Stray,Cat,Intact Male,Domestic Shorthair Mix,Black,2023-07-14T16:46:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-14,39 days
AA882432,06/05/2023 11:58:00 AM,Stray,Cat,Intact Female,Domestic Shorthair Mix,Tortie,2023-07-17T17:10:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-17,42 days
AA882434,06/05/2023 11:58:00 AM,Stray,Cat,Intact Female,Domestic Shorthair Mix,Black/White,2023-07-10T16:09:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-10,35 days
AA882435,06/05/2023 11:58:00 AM,Stray,Cat,Intact Female,Domestic Shorthair Mix,Blue Tabby/White,2023-07-03T17:09:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-03,28 days
AA882437,06/05/2023 11:58:00 AM,Stray,Cat,Intact Female,Domestic Shorthair Mix,Torbie,2023-07-18T16:42:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-18,43 days
AA882423,06/05/2023 11:58:00 AM,Stray,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2023-07-10T16:10:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-10,35 days
AA715385,06/05/2023 12:22:00 PM,Owner Surrender,Dog,Spayed Female,Dachshund Mix,Black/Tan,2023-06-05T16:30:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882441,06/05/2023 12:31:00 PM,Owner Surrender,Cat,Intact Male,Domestic Shorthair,Black/White,2023-06-22T18:19:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-22,17 days
AA882442,06/05/2023 12:31:00 PM,Owner Surrender,Cat,Intact Male,Domestic Shorthair,Black/White,2023-06-27T16:45:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-27,22 days
AA882443,06/05/2023 12:31:00 PM,Owner Surrender,Cat,Intact Male,Domestic Shorthair,White/Black,2023-06-13T16:44:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-13,8 days
AA882447,06/05/2023 12:32:00 PM,Stray,Dog,Intact Male,Labrador Retriever Mix,White/Tan,2023-06-05T16:33:39,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882448,06/05/2023 12:32:00 PM,Stray,Dog,Intact Male,Labrador Retriever Mix,White/Brown,2023-06-05T16:33:57,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882449,06/05/2023 12:32:00 PM,Stray,Dog,Intact Male,Labrador Retriever Mix,Cream/White,2023-06-05T16:34:20,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882450,06/05/2023 12:32:00 PM,Stray,Dog,Intact Male,Labrador Retriever Mix,Chocolate/Tan,2023-06-05T16:34:39,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882451,06/05/2023 12:32:00 PM,Stray,Dog,Intact Female,Labrador Retriever Mix,Brown/White,2023-06-05T16:34:55,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882452,06/05/2023 12:32:00 PM,Stray,Dog,Intact Female,Labrador Retriever Mix,Brown Brindle/White,2023-06-05T16:35:08,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882453,06/05/2023 12:32:00 PM,Stray,Dog,Intact Male,Labrador Retriever Mix,Tan/White,2023-06-05T16:35:24,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882456,06/05/2023 12:37:00 PM,Stray,Cat,Unknown,Domestic Shorthair,Blue Tabby,2023-06-13T07:14:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-13,8 days
AA882445,06/05/2023 12:38:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby/White,2023-06-29T17:36:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-29,24 days
AA882454,06/05/2023 12:48:00 PM,Stray,Cat,Spayed Female,Domestic Shorthair,Brown Tabby,2023-06-17T17:06:00,Return to Owner,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-17,12 days
AA879895,06/05/2023 01:11:00 PM,Owner Surrender,Dog,Neutered Male,Siberian Husky,Black/White,2023-06-09T16:37:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-09,4 days
AA879509,06/05/2023 01:16:00 PM,Owner Surrender,Dog,Spayed Female,Mexican Hairless/Chihuahua Shorthair,Tan/Black,2023-07-11T16:59:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-11,36 days
AA879511,06/05/2023 01:16:00 PM,Owner Surrender,Dog,Neutered Male,Mexican Hairless/Chihuahua Shorthair,Black/Brown,2023-07-11T17:00:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-11,36 days
AA882464,06/05/2023 01:45:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue/White,2023-07-07T16:37:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-07,32 days
AA882474,06/05/2023 01:45:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-06-19T08:53:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-19,14 days
AA882476,06/05/2023 01:45:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Black Tabby,2023-06-06T14:31:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-06,1 days
AA882465,06/05/2023 01:50:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Blue Tabby,2023-08-05T07:21:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-08-05,61 days
AA882467,06/05/2023 01:50:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Blue Tabby,2023-08-12T12:48:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-08-12,68 days
AA882468,06/05/2023 01:50:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Blue/White,2023-08-12T13:27:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-08-12,68 days
AA882471,06/05/2023 01:50:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Blue/White,2023-08-12T12:05:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-08-12,68 days
AA882479,06/05/2023 02:02:00 PM,Stray,Other,Intact Female,Rex Mix,White,2023-09-26T10:47:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-09-26,113 days
AA882487,06/05/2023 02:23:00 PM,Stray,Cat,Intact Male,Domestic Shorthair Mix,Brown Tabby,2023-08-29T12:31:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-08-29,85 days
AA882488,06/05/2023 02:23:00 PM,Stray,Cat,Intact Male,Domestic Shorthair Mix,Black,2023-06-09T15:10:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-09,4 days
AA882489,06/05/2023 02:23:00 PM,Stray,Cat,Intact Male,Domestic Shorthair Mix,Black,2023-08-29T12:32:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-08-29,85 days
AA882490,06/05/2023 02:23:00 PM,Stray,Cat,Intact Female,Domestic Shorthair Mix,Black,2023-08-29T12:32:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-08-29,85 days
AA882460,06/05/2023 02:50:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Brown Tabby,2023-06-05T16:33:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882466,06/05/2023 02:50:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,White,2023-06-05T16:12:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882461,06/05/2023 02:53:00 PM,Stray,Cat,Intact Female,Domestic Shorthair,Brown Tabby,2023-06-05T16:32:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882462,06/05/2023 02:53:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Black,2023-06-05T16:32:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882463,06/05/2023 02:53:00 PM,Stray,Cat,Intact Male,Domestic Shorthair,Black,2023-06-05T16:32:00,Transfer,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-05,0 days
AA882484,06/05/2023 03:01:00 PM,Stray,Cat,Intact Female,Domestic Medium Hair,Tortie,2023-08-21T14:37:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-08-21,77 days
AA882485,06/05/2023 03:01:00 PM,Stray,Cat,Intact Female,Domestic Medium Hair,Tortie,2023-06-12T13:39:00,Euthanasia,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-12,7 days
AA882477,06/05/2023 03:09:00 PM,Stray,Cat,Spayed Female,Domestic Shorthair,Black,2024-03-24T12:52:00,Died,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2024-03-24,293 days
AA882481,06/05/2023 03:27:00 PM,Stray,Dog,Intact Male,Pit Bull/Chinese Sharpei,Black/White,2023-12-06T14:49:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-12-06,184 days
AA882491,06/05/2023 03:46:00 PM,Owner Surrender,Dog,Intact Male,Labrador Retriever,Red,2023-06-23T07:02:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-23,18 days
AA882492,06/05/2023 03:46:00 PM,Owner Surrender,Dog,Intact Female,Labrador Retriever,Tan,2023-06-13T17:41:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-13,8 days
AA882494,06/05/2023 03:46:00 PM,Owner Surrender,Dog,Intact Male,Labrador Retriever,Red,2023-06-23T17:06:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-23,18 days
AA882498,06/05/2023 03:46:00 PM,Owner Surrender,Dog,Intact Female,Labrador Retriever,Red,2023-06-20T16:30:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-20,15 days
AA882499,06/05/2023 03:46:00 PM,Owner Surrender,Dog,Intact Male,Labrador Retriever,Tan,2023-07-03T17:55:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-07-03,28 days
AA882500,06/05/2023 03:46:00 PM,Owner Surrender,Dog,Intact Female,Labrador Retriever,Red,2023-06-09T14:31:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-09,4 days
AA882501,06/05/2023 03:46:00 PM,Owner Surrender,Dog,Intact Male,Labrador Retriever,Tan,2023-06-08T16:53:00,Adoption,Austin Animal Center,TXAUAC01,Austin,TX,2023-06-05,2023-06-08,3 days
